Date;Open;High;Low;Close
31/07/2016;0.006118;0.006122;0.005944;0.005945
01/08/2016;0.005942;0.005942;0.005904;0.005906
02/08/2016;0.005911;0.005933;0.005686;0.005690
03/08/2016;0.005688;0.005701;0.005630;0.005646
04/08/2016;0.005646;0.005820;0.005644;0.005816
05/08/2016;0.005821;0.006450;0.005813;0.006447
06/08/2016;0.006448;0.006560;0.006239;0.006337
07/08/2016;0.006337;0.006337;0.006156;0.006178
08/08/2016;0.006160;0.006180;0.006021;0.006027
09/08/2016;0.006027;0.006181;0.006003;0.006163
10/08/2016;0.006147;0.006221;0.006109;0.006194
11/08/2016;0.006196;0.006217;0.006162;0.006189
12/08/2016;0.006188;0.006189;0.006101;0.006123
13/08/2016;0.006119;0.006141;0.006080;0.006092
14/08/2016;0.006092;0.006093;0.005968;0.005994
15/08/2016;0.005993;0.006062;0.005969;0.006045
16/08/2016;0.006045;0.006188;0.006030;0.006140
17/08/2016;0.006144;0.006158;0.006099;0.006109
18/08/2016;0.006100;0.006123;0.006044;0.006122
19/08/2016;0.006120;0.006199;0.006093;0.006119
20/08/2016;0.006126;0.006148;0.006085;0.006114
21/08/2016;0.006116;0.006117;0.006012;0.006052
22/08/2016;0.006055;0.006072;0.005883;0.006000
23/08/2016;0.006002;0.006054;0.005960;0.006019
24/08/2016;0.006015;0.006059;0.005989;0.006052
25/08/2016;0.006049;0.006085;0.006028;0.006079
26/08/2016;0.006083;0.006097;0.006019;0.006030
27/08/2016;0.006018;0.006042;0.005971;0.005975
28/08/2016;0.005974;0.006001;0.005955;0.005963
29/08/2016;0.005961;0.006140;0.005938;0.006131
30/08/2016;0.006120;0.006129;0.006006;0.006026
31/08/2016;0.006036;0.006045;0.005915;0.006012
01/09/2016;0.006013;0.006030;0.005980;0.005984
02/09/2016;0.005979;0.005985;0.005959;0.005970
03/09/2016;0.005967;0.005992;0.005928;0.005964
04/09/2016;0.005964;0.006002;0.005905;0.005954
05/09/2016;0.005948;0.005966;0.005889;0.005932
06/09/2016;0.005933;0.005955;0.005900;0.005912
07/09/2016;0.005915;0.005925;0.005888;0.005892
08/09/2016;0.005892;0.005941;0.005892;0.005902
09/09/2016;0.005901;0.005907;0.005857;0.005869
10/09/2016;0.005872;0.005882;0.005859;0.005870
11/09/2016;0.005866;0.005895;0.005815;0.005842
12/09/2016;0.005844;0.005912;0.005837;0.005897
13/09/2016;0.005899;0.005905;0.005871;0.005886
14/09/2016;0.005888;0.006042;0.005881;0.005961
15/09/2016;0.005969;0.008765;0.005953;0.008303
16/09/2016;0.008286;0.008333;0.007200;0.007446
17/09/2016;0.007391;0.007535;0.006998;0.007018
18/09/2016;0.007017;0.007019;0.006788;0.006853
19/09/2016;0.006855;0.007178;0.006795;0.006858
20/09/2016;0.006865;0.006911;0.006748;0.006785
21/09/2016;0.006809;0.006908;0.006709;0.006829
22/09/2016;0.006833;0.006986;0.006809;0.006843
23/09/2016;0.006848;0.007300;0.006807;0.007211
24/09/2016;0.007234;0.007424;0.007170;0.007362
25/09/2016;0.007356;0.007986;0.007316;0.007855
26/09/2016;0.007872;0.008593;0.007847;0.007963
27/09/2016;0.007959;0.008306;0.007919;0.008229
28/09/2016;0.008220;0.009082;0.008220;0.009048
29/09/2016;0.009065;0.009090;0.008707;0.008914
30/09/2016;0.008910;0.009240;0.008789;0.008830
01/10/2016;0.008839;0.008848;0.008186;0.008205
02/10/2016;0.008197;0.008316;0.008084;0.008165
03/10/2016;0.008165;0.008241;0.008065;0.008089
04/10/2016;0.008115;0.008132;0.007853;0.007853
05/10/2016;0.007873;0.007895;0.007407;0.007435
06/10/2016;0.007429;0.007460;0.007321;0.007382
07/10/2016;0.007377;0.007459;0.007350;0.007377
08/10/2016;0.007371;0.007377;0.007260;0.007310
09/10/2016;0.007310;0.007563;0.007299;0.007543
10/10/2016;0.007542;0.008105;0.007542;0.007978
11/10/2016;0.007993;0.008324;0.007905;0.008234
12/10/2016;0.008208;0.008507;0.007934;0.007949
13/10/2016;0.007951;0.007984;0.007867;0.007982
14/10/2016;0.007980;0.008960;0.007970;0.008767
15/10/2016;0.008769;0.008885;0.008130;0.008146
16/10/2016;0.008137;0.008230;0.008055;0.008078
17/10/2016;0.008079;0.008144;0.008011;0.008030
18/10/2016;0.008032;0.008350;0.008026;0.008350
19/10/2016;0.008348;0.008637;0.008318;0.008627
20/10/2016;0.008636;0.009124;0.008620;0.009092
21/10/2016;0.009090;0.009128;0.008856;0.009029
22/10/2016;0.009027;0.009081;0.008864;0.008972
23/10/2016;0.008977;0.009454;0.008915;0.009454
24/10/2016;0.009432;0.009485;0.009054;0.009065
25/10/2016;0.009065;0.009135;0.008882;0.008891
26/10/2016;0.008884;0.008944;0.008815;0.008835
27/10/2016;0.008833;0.008849;0.008468;0.008481
28/10/2016;0.008483;0.008492;0.008081;0.008143
29/10/2016;0.008157;0.008162;0.007674;0.007732
30/10/2016;0.007738;0.008018;0.007716;0.008014
31/10/2016;0.008014;0.008261;0.008014;0.008196
01/11/2016;0.008197;0.008259;0.008083;0.008102
02/11/2016;0.008104;0.008222;0.008088;0.008222
03/11/2016;0.008221;0.008243;0.007975;0.008021
04/11/2016;0.008015;0.008161;0.008008;0.008157
05/11/2016;0.008157;0.008261;0.008155;0.008230
06/11/2016;0.008230;0.008277;0.008187;0.008193
07/11/2016;0.008197;0.008197;0.008088;0.008108
08/11/2016;0.008111;0.008246;0.008108;0.008206
09/11/2016;0.008205;0.008222;0.008074;0.008079
10/11/2016;0.008081;0.008138;0.008043;0.008136
11/11/2016;0.008131;0.008146;0.008058;0.008065
12/11/2016;0.008061;0.008105;0.008019;0.008044
13/11/2016;0.008039;0.008258;0.007968;0.008257
14/11/2016;0.008255;0.008308;0.008059;0.008098
15/11/2016;0.008099;0.008115;0.007876;0.007881
16/11/2016;0.007888;0.007944;0.007842;0.007842
17/11/2016;0.007851;0.007867;0.007721;0.007727
18/11/2016;0.007722;0.007778;0.007709;0.007778
19/11/2016;0.007778;0.007809;0.007753;0.007799
20/11/2016;0.007799;0.007806;0.007626;0.007651
21/11/2016;0.007649;0.007651;0.007566;0.007566
22/11/2016;0.007567;0.007567;0.007431;0.007434
23/11/2016;0.007434;0.007435;0.007035;0.007061
24/11/2016;0.007062;0.007069;0.006945;0.006950
25/11/2016;0.006948;0.006979;0.006888;0.006902
26/11/2016;0.006895;0.007390;0.006847;0.007390
27/11/2016;0.007385;0.007499;0.007070;0.007074
28/11/2016;0.007082;0.007114;0.006947;0.007008
29/11/2016;0.007009;0.007042;0.006780;0.006780
30/11/2016;0.006779;0.006784;0.006720;0.006723
01/12/2016;0.006723;0.006737;0.006702;0.006702
02/12/2016;0.006707;0.006906;0.006615;0.006660
03/12/2016;0.006712;0.006890;0.006588;0.006588
04/12/2016;0.006592;0.006594;0.006519;0.006527
05/12/2016;0.006525;0.006761;0.006419;0.006434
06/12/2016;0.006435;0.006655;0.006417;0.006655
07/12/2016;0.006653;0.006851;0.006565;0.006851
08/12/2016;0.006849;0.007156;0.006829;0.007097
09/12/2016;0.007091;0.007162;0.007007;0.007135
10/12/2016;0.007138;0.007145;0.006816;0.006816
11/12/2016;0.006816;0.006998;0.006731;0.006744
12/12/2016;0.006744;0.006809;0.006743;0.006778
13/12/2016;0.006780;0.006781;0.006678;0.006708
14/12/2016;0.006704;0.006753;0.006690;0.006705
15/12/2016;0.006699;0.006699;0.006606;0.006662
16/12/2016;0.006662;0.006791;0.006661;0.006710
17/12/2016;0.006704;0.006711;0.006535;0.006541
18/12/2016;0.006541;0.006580;0.006533;0.006574
19/12/2016;0.006582;0.006582;0.006534;0.006545
20/12/2016;0.006540;0.006543;0.006481;0.006500
21/12/2016;0.006498;0.006498;0.006417;0.006445
22/12/2016;0.006452;0.006466;0.006324;0.006363
23/12/2016;0.006362;0.006436;0.006281;0.006286
24/12/2016;0.006275;0.006371;0.006234;0.006349
25/12/2016;0.006350;0.006453;0.006334;0.006444
26/12/2016;0.006443;0.006481;0.006323;0.006326
27/12/2016;0.006326;0.006326;0.006188;0.006199
28/12/2016;0.006193;0.006336;0.006126;0.006173
29/12/2016;0.006180;0.006354;0.006167;0.006341
30/12/2016;0.006352;0.006455;0.006338;0.006426
31/12/2016;0.006417;0.006538;0.006387;0.006449
01/01/2017;0.006523;0.006702;0.006334;0.006368
02/01/2017;0.006386;0.006437;0.006281;0.006311
03/01/2017;0.006290;0.006392;0.006278;0.006386
04/01/2017;0.006385;0.006656;0.006385;0.006570
05/01/2017;0.006572;0.006580;0.006031;0.006201
06/01/2017;0.006197;0.006394;0.006109;0.006315
07/01/2017;0.006351;0.006404;0.006133;0.006366
08/01/2017;0.006383;0.006383;0.006232;0.006233
09/01/2017;0.006239;0.006294;0.006127;0.006167
10/01/2017;0.006157;0.006815;0.006148;0.006698
11/01/2017;0.006708;0.006721;0.006312;0.006411
12/01/2017;0.006417;0.006851;0.006351;0.006423
13/01/2017;0.006434;0.006664;0.006396;0.006596
14/01/2017;0.006610;0.006872;0.006585;0.006863
15/01/2017;0.006867;0.006925;0.006726;0.006726
16/01/2017;0.006747;0.006836;0.006717;0.006788
17/01/2017;0.006772;0.006848;0.006612;0.006800
18/01/2017;0.006790;0.007125;0.006659;0.006709
19/01/2017;0.006713;0.007040;0.006671;0.007034
20/01/2017;0.007032;0.007160;0.006610;0.006675
21/01/2017;0.006694;0.006824;0.006678;0.006706
22/01/2017;0.006706;0.006759;0.006653;0.006713
23/01/2017;0.006718;0.006735;0.006662;0.006697
24/01/2017;0.006708;0.006718;0.006534;0.006540
25/01/2017;0.006527;0.006594;0.006490;0.006513
26/01/2017;0.006511;0.007073;0.006425;0.006690
27/01/2017;0.006685;0.006815;0.006331;0.006415
28/01/2017;0.006409;0.006419;0.006323;0.006342
29/01/2017;0.006356;0.006493;0.006287;0.006402
30/01/2017;0.006402;0.006468;0.006353;0.006381
31/01/2017;0.006390;0.006411;0.006297;0.006314
01/02/2017;0.006311;0.006642;0.006249;0.006540
02/02/2017;0.006540;0.006630;0.006381;0.006469
03/02/2017;0.006466;0.006510;0.006401;0.006474
04/02/2017;0.006487;0.006528;0.006429;0.006492
05/02/2017;0.006494;0.006563;0.006403;0.006442
06/02/2017;0.006439;0.006494;0.006397;0.006450
07/02/2017;0.006437;0.006509;0.006378;0.006407
08/02/2017;0.006407;0.007833;0.006402;0.006438
09/02/2017;0.006433;0.006484;0.006193;0.006374
10/02/2017;0.006367;0.006700;0.006192;0.006289
11/02/2017;0.006290;0.006395;0.006273;0.006333
12/02/2017;0.006328;0.006364;0.006269;0.006269
13/02/2017;0.006267;0.006338;0.006228;0.006251
14/02/2017;0.006240;0.006352;0.006240;0.006278
15/02/2017;0.006279;0.006302;0.006095;0.006147
16/02/2017;0.006138;0.006244;0.005988;0.006027
17/02/2017;0.005939;0.006095;0.005872;0.005935
18/02/2017;0.005949;0.006014;0.005427;0.005569
19/02/2017;0.005589;0.005892;0.005570;0.005878
20/02/2017;0.005879;0.005949;0.005740;0.005873
21/02/2017;0.005871;0.005909;0.005735;0.005832
22/02/2017;0.005849;0.005887;0.005817;0.005860
23/02/2017;0.005856;0.005943;0.005798;0.005895
24/02/2017;0.005883;0.005919;0.005644;0.005701
25/02/2017;0.005700;0.005743;0.005628;0.005665
26/02/2017;0.005664;0.005733;0.005651;0.005671
27/02/2017;0.005665;0.005696;0.005608;0.005609
28/02/2017;0.005608;0.005631;0.005438;0.005536
01/03/2017;0.005525;0.005547;0.005372;0.005408
02/03/2017;0.005419;0.006217;0.005408;0.005991
03/03/2017;0.005988;0.006346;0.005968;0.006339
04/03/2017;0.006354;0.006497;0.006278;0.006299
05/03/2017;0.006290;0.006389;0.006129;0.006129
06/03/2017;0.006129;0.006221;0.006047;0.006057
07/03/2017;0.006057;0.006577;0.005974;0.006534
08/03/2017;0.006551;0.006776;0.006363;0.006509
09/03/2017;0.006485;0.006606;0.006423;0.006498
10/03/2017;0.006503;0.006546;0.006050;0.006227
11/03/2017;0.006229;0.006383;0.006130;0.006238
12/03/2017;0.006214;0.006313;0.006086;0.006255
13/03/2017;0.006271;0.006429;0.006156;0.006385
14/03/2017;0.006346;0.006406;0.006277;0.006381
15/03/2017;0.006370;0.006500;0.006301;0.006314
16/03/2017;0.006319;0.006409;0.006213;0.006394
17/03/2017;0.006406;0.006406;0.005970;0.006116
18/03/2017;0.006137;0.007396;0.006118;0.006710
19/03/2017;0.006736;0.007198;0.006556;0.006912
20/03/2017;0.006915;0.007112;0.006761;0.006975
21/03/2017;0.006996;0.007075;0.006792;0.006909
22/03/2017;0.006908;0.007460;0.006882;0.007301
23/03/2017;0.007284;0.010582;0.007258;0.010582
24/03/2017;0.010528;0.010825;0.009135;0.010518
25/03/2017;0.010502;0.010711;0.009040;0.009116
26/03/2017;0.009159;0.009840;0.009079;0.009545
27/03/2017;0.009482;0.010053;0.009155;0.009597
28/03/2017;0.009568;0.009644;0.009280;0.009514
29/03/2017;0.009526;0.010101;0.009520;0.010101
30/03/2017;0.010125;0.014126;0.010125;0.013276
31/03/2017;0.013049;0.021776;0.013049;0.020889
01/04/2017;0.021743;0.022798;0.019664;0.021892
02/04/2017;0.021938;0.071441;0.021696;0.061159
03/04/2017;0.060291;0.061594;0.027447;0.033023
04/04/2017;0.033032;0.040702;0.028324;0.037455
05/04/2017;0.037386;0.040178;0.035214;0.035544
06/04/2017;0.035672;0.036843;0.029463;0.032665
07/04/2017;0.032740;0.036935;0.030789;0.036319
08/04/2017;0.036355;0.036894;0.034932;0.035849
09/04/2017;0.035799;0.035799;0.032327;0.034020
10/04/2017;0.034123;0.035091;0.032806;0.033598
11/04/2017;0.033677;0.034576;0.032035;0.032952
12/04/2017;0.033002;0.034794;0.032477;0.034336
13/04/2017;0.034459;0.035574;0.033461;0.034383
14/04/2017;0.034262;0.035127;0.032986;0.033779
15/04/2017;0.033528;0.034281;0.033277;0.033955
16/04/2017;0.033880;0.034002;0.033194;0.033462
17/04/2017;0.033400;0.034060;0.032955;0.033655
18/04/2017;0.033638;0.034021;0.032866;0.033183
19/04/2017;0.033181;0.033387;0.029687;0.030173
20/04/2017;0.030259;0.030611;0.027493;0.029984
21/04/2017;0.029727;0.034044;0.029216;0.032780
22/04/2017;0.033122;0.033279;0.031422;0.031770
23/04/2017;0.031878;0.031974;0.030742;0.031278
24/04/2017;0.031236;0.031436;0.030738;0.031384
25/04/2017;0.031409;0.033826;0.031297;0.032346
26/04/2017;0.032390;0.033509;0.032183;0.032797
27/04/2017;0.032827;0.035376;0.032157;0.034816
28/04/2017;0.034843;0.045111;0.034784;0.044475
29/04/2017;0.044558;0.057719;0.044558;0.052868
30/04/2017;0.052807;0.054646;0.049574;0.051607
01/05/2017;0.051580;0.057779;0.049317;0.055115
02/05/2017;0.054646;0.055639;0.050710;0.053908
03/05/2017;0.053905;0.061435;0.052283;0.060490
04/05/2017;0.061062;0.085499;0.059283;0.078914
05/05/2017;0.080229;0.106935;0.078704;0.093550
06/05/2017;0.093429;0.106144;0.093429;0.101791
07/05/2017;0.101929;0.148274;0.098938;0.141763
08/05/2017;0.141620;0.237587;0.135105;0.198212
09/05/2017;0.199198;0.216890;0.134406;0.160074
10/05/2017;0.158471;0.201207;0.156363;0.186066
11/05/2017;0.185035;0.194828;0.162431;0.183135
12/05/2017;0.182760;0.209535;0.180984;0.206068
13/05/2017;0.206697;0.223602;0.186980;0.214878
14/05/2017;0.215179;0.223486;0.211186;0.220223
15/05/2017;0.220069;0.270720;0.220069;0.270720
16/05/2017;0.269824;0.349861;0.269824;0.349861
17/05/2017;0.355124;0.435170;0.326358;0.394132
18/05/2017;0.394931;0.408012;0.331116;0.364869
19/05/2017;0.363505;0.363505;0.300794;0.327801
20/05/2017;0.328631;0.370361;0.303941;0.351634
21/05/2017;0.353164;0.367636;0.332222;0.336201
22/05/2017;0.338403;0.345412;0.270091;0.317954
23/05/2017;0.313347;0.354014;0.291893;0.323368
24/05/2017;0.325054;0.357358;0.293009;0.295890
25/05/2017;0.291834;0.303467;0.238308;0.246065
26/05/2017;0.245083;0.327812;0.245083;0.271808
27/05/2017;0.272697;0.283363;0.162345;0.212549
28/05/2017;0.212887;0.242395;0.204652;0.229554
29/05/2017;0.227189;0.242820;0.214777;0.232070
30/05/2017;0.232191;0.237367;0.205324;0.205324
31/05/2017;0.205360;0.247677;0.193839;0.246590
